Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-02 00:00:00-05:00,0.48372510075569153,0.4884367079462545,0.47901349356512857,0.48372510075569153,163200,0.0,0.0
1962-01-03 00:00:00-05:00,0.48372547550306627,0.4884370863437653,0.4790138646623673,0.48843708634376526,156000,0.0,0.0
1962-01-04 00:00:00-05:00,0.49943050049256243,0.5151357662853517,0.49943050049256243,0.5010009407997131,355200,0.0,0.0
1962-01-05 00:00:00-05:00,0.5010010191326764,0.5119949657229489,0.4994305785799827,0.505712628364563,163200,0.0,0.0
1962-01-08 00:00:00-05:00,0.5057125060156977,0.5135652820269266,0.502571625670195,0.5088536739349365,204000,0.0,0.0
1962-01-09 00:00:00-05:00,0.50885398890994,0.5182772109267908,0.5041423779015147,0.5135655999183655,290400,0.0,0.0
1962-01-10 00:00:00-05:00,0.5135651983914429,0.516706365799134,0.5057124236590596,0.5072831511497498,182400,0.0,0.0
1962-01-11 00:00:00-05:00,0.5072832759846089,0.5151357650756836,0.5025716675004601,0.5151357650756836,384000,0.0,0.0
1962-01-12 00:00:00-05:00,0.5151358209386672,0.5245590389288488,0.5088537714698098,0.5182769894599915,352800,0.0,0.0
1962-01-15 00:00:00-05:00,0.518276847112597,0.5214180147711835,0.5088536317105499,0.5167064070701599,280800,0.0,0.0
1962-01-16 00:00:00-05:00,0.5151267302355538,0.5151267302355538,0.5088059651532402,0.511966347694397,163200,0.010417,0.0
1962-01-17 00:00:00-05:00,0.5119660357843574,0.518286507683155,0.5088056551686299,0.5103859901428223,160800,0.0,0.0
1962-01-18 00:00:00-05:00,0.5103860439606995,0.521446943283081,0.5103860439606995,0.521446943283081,261600,0.0,0.0
1962-01-19 00:00:00-05:00,0.5214469241244452,0.5309277772903442,0.5119660709585462,0.5309277772903442,357600,0.0,0.0
1962-01-22 00:00:00-05:00,0.5309280026011903,0.5372484776164617,0.5293479561805725,0.5293479561805725,261600,0.0,0.0
1962-01-23 00:00:00-05:00,0.5293482011008642,0.5340886318888334,0.5182870030403137,0.5182870030403137,223200,0.0,0.0
1962-01-24 00:00:00-05:00,0.5182864983727568,0.5182864983727568,0.5056455548022409,0.5151264071464539,120000,0.0,0.0
1962-01-25 00:00:00-05:00,0.5151269087369569,0.5230274338282829,0.5135465722523446,0.5182870030403137,151200,0.0,0.0
1962-01-26 00:00:00-05:00,0.5182870030403137,0.5230274338282829,0.5119665251006662,0.5182870030403137,108000,0.0,0.0
1962-01-29 00:00:00-05:00,0.518286634994382,0.5230270624160767,0.5167065889647265,0.5230270624160767,122400,0.0,0.0
1962-01-30 00:00:00-05:00,0.5214468789317118,0.5214468789317118,0.5135460722006503,0.5151264071464539,120000,0.0,0.0
1962-01-31 00:00:00-05:00,0.5151269087369569,0.5230274338282829,0.5151269087369569,0.5182870030403137,189600,0.0,0.0
1962-02-01 00:00:00-05:00,0.5182865662295671,0.5309278007877922,0.5182865662295671,0.5277674198150635,112800,0.0,0.0
1962-02-02 00:00:00-05:00,0.5277671523785024,0.5293474867304057,0.5230267279878795,0.5246070623397827,199200,0.0,0.0
1962-02-05 00:00:00-05:00,0.5246073977784605,0.526187443808116,0.5230270624160767,0.5230270624160767,96000,0.0,0.0
1962-02-06 00:00:00-05:00,0.5246071956565314,0.5293476212518234,0.5246071956565314,0.5261872410774231,105600,0.0,0.0
