Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2006-10-17 00:00:00-04:00,23.24666521445532,23.259530612499717,22.719209732758717,23.118017196655273,1741338,0.0,0.0
2006-10-18 00:00:00-04:00,23.465368606406237,23.465368606406237,22.62915742878319,22.73207664489746,1484487,0.0,0.0
2006-10-19 00:00:00-04:00,22.732077553909125,22.886454396705656,22.140297006458184,22.217485427856445,1481774,0.0,0.0
2006-10-20 00:00:00-04:00,22.384717693595142,23.02795756448033,22.191746726103236,22.963632583618164,1440342,0.0,0.0
2006-10-23 00:00:00-04:00,23.28524947805086,23.28524947805086,22.706334638925963,22.886442184448242,1152306,0.0,0.0
2006-10-24 00:00:00-04:00,22.89931942358268,23.25953271343049,22.79640020502721,23.02796745300293,880349,0.0,0.0
2006-10-25 00:00:00-04:00,23.130885228996743,23.272398660957663,22.65488731017201,23.246667861938477,1214960,0.0,0.0
2006-10-26 00:00:00-04:00,23.452498824535322,25.639512876531832,23.24666241832306,24.841896057128906,4729712,0.0,0.0
2006-10-27 00:00:00-04:00,25.214972468152258,25.858212423674217,24.93194768274162,25.819618225097656,3889418,0.0,0.0
2006-10-30 00:00:00-05:00,26.07691954843964,27.14469797594074,25.883948501324078,26.154109954833984,1939059,0.0,0.0
2006-10-31 00:00:00-05:00,26.8102101867369,26.990315812586914,25.446541663949237,25.729568481445312,1322082,0.0,0.0
2006-11-01 00:00:00-05:00,25.986860648616855,26.282750854695223,25.40794563293457,25.40794563293457,854186,0.0,0.0
2006-11-02 00:00:00-05:00,25.407949137944133,26.244160273183915,25.08633008209745,25.09919548034668,821745,0.0,0.0
2006-11-03 00:00:00-05:00,25.266429308232862,25.690967433850805,25.21496971989034,25.536588668823242,787037,0.0,0.0
2006-11-06 00:00:00-05:00,25.60092079947778,26.076916658799398,25.433678581327396,25.716703414916992,842360,0.0,0.0
2006-11-07 00:00:00-05:00,25.72956972722133,25.922540759813874,25.420814087525294,25.678110122680664,706928,0.0,0.0
2006-11-08 00:00:00-05:00,25.099198039027,25.240709484002558,24.185798396273416,24.674659729003906,1550948,0.0,0.0
2006-11-09 00:00:00-05:00,24.8032996350274,25.986858367919922,24.571734444096546,25.986858367919922,992372,0.0,0.0
2006-11-10 00:00:00-05:00,25.729568812481762,25.871080235502607,25.099194145026626,25.716703414916992,765653,0.0,0.0
2006-11-13 00:00:00-05:00,25.678104964162564,25.678104964162564,25.36934938649296,25.575185775756836,332870,0.0,0.0
2006-11-14 00:00:00-05:00,25.62665300577922,25.806760645381043,25.343628134653617,25.65238380432129,520020,0.0,0.0
2006-11-15 00:00:00-05:00,25.652369994292144,25.883935131218,25.53658543828212,25.755287170410156,591746,0.0,0.0
2006-11-16 00:00:00-05:00,25.678100799556677,25.832477569580078,25.536587435337058,25.832477569580078,374018,0.0,0.0
2006-11-17 00:00:00-05:00,25.729558246239176,25.729558246239176,25.26642598712688,25.43366813659668,485960,0.0,0.0
2006-11-20 00:00:00-05:00,25.53659943705034,25.58805904709226,24.867630469149987,25.086332321166992,427032,0.0,0.0
2006-11-21 00:00:00-05:00,24.95768400565549,25.022009014362496,24.443093873740267,24.777578353881836,1593351,0.0,0.0
2006-11-22 00:00:00-05:00,24.365892075127558,25.06059150915218,24.1857865075503,24.867618560791016,1469462,0.0,0.0
2006-11-24 00:00:00-05:00,24.46881603450247,24.70038123279677,24.417356439032307,24.661787033081055,141143,0.0,0.0
2006-11-27 00:00:00-05:00,24.443089688747744,24.571737696587288,23.735526639404178,24.314441680908203,826565,0.0,0.0
2006-11-28 00:00:00-05:00,23.92849765738958,24.365899294005764,23.259528811643094,24.314441680908203,782298,0.0,0.0
2006-11-29 00:00:00-05:00,24.636058374400715,24.687517970174337,24.314439379023923,24.494544982910156,458663,0.0,0.0
2006-11-30 00:00:00-05:00,24.44307997096632,24.533131751859273,24.134324477393097,24.404483795166016,246686,0.0,0.0
2006-12-01 00:00:00-05:00,24.35303646428718,24.378765271448493,24.070011635321237,24.211523056030273,371588,0.0,0.0
2006-12-04 00:00:00-05:00,23.95421748648082,24.185784608825404,23.88989450044165,24.13432502746582,306950,0.0,0.0
2006-12-05 00:00:00-05:00,24.1729145669886,24.533127592125293,24.031403229903002,24.41734504699707,370008,0.0,0.0
2006-12-06 00:00:00-05:00,24.417364176146204,24.584606423757457,24.0957450807548,24.57174301147461,580284,0.0,0.0
2006-12-07 00:00:00-05:00,24.700387622157837,24.764712630021688,24.314445525167283,24.713253021240234,364865,0.0,0.0
2006-12-08 00:00:00-05:00,24.520275823991202,25.022002411813087,24.507410428134957,24.893354415893555,545292,0.0,0.0
